model.layers.0.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.1.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.2.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.3.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.4.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.5.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.6.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.7.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.8.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.9.mlp.down_proj.weight	50331648	12615775	26738791	14123016
model.layers.10.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.11.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.12.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.13.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.14.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.15.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.16.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.17.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.18.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.19.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.20.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.21.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.22.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.23.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.24.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.25.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.26.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.27.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.28.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.29.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.30.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.31.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.32.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.33.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.34.mlp.down_proj.weight	50331648	12615776	26738792	14123016
model.layers.35.mlp.down_proj.weight	50331648	12615776	26738792	14123016
total	36 matrices	1811939328 weights	+508428576 B
